,batch_size,Maly,MSQ,GPFQ
0,10,0.87771034,1.1919973041663174,0.04872922372900274
1,30,6.0304475,1.2109879634235499,0.08038586667252699
2,50,49.73527,1.1942830786189058,0.09623519076709212
3,75,1.6219422,1.201214648052106,0.12145522549213056
4,100,1.8772837,1.1993314599427483,0.13215512486144557
5,125,13.648248,1.1970234663061377,0.14442998020227077
6,150,7.623478,1.2004272578073496,0.1589438722728843
7,175,4.1435733,1.187945033629592,0.17086338152141498
8,200,13.285152,1.1871922271943318,0.18705500735330718
