,batch_size,Maly,MSQ,GPFQ,Bits
0,200,0.57383597,0.5506056654849227,0.09805909103914401,1.5849625007211
1,200,0.29903418,0.37036807111598746,0.06551305189525061,2
2,200,0.1363275,0.1640412530420426,0.03650921830759391,3
3,200,0.06252196,0.0694894770927466,0.019180973157113788,4
