,batch_size,Maly,MSQ,GPFQ,Bits
0,200,0.13014713,0.4808800940407279,0.0475461526825364,1.5849625007211
1,200,0.0852546,0.2594324413843101,0.031479171723777725, 2
2,200,0.03580413,0.0997460070622792,0.013713835943694911,3
3,200,0.016255315,0.04739431720659965,0.009202038419158476,4
